"Conversion ID","Conversion Date","Recorded On",Advertiser,"Order ID","Sale Amount (USD)","Estimated Earnings (USD)","Publisher Sub ID 1",Status,Remarks
540780506,"2025-07-28 20:28:34","2025-07-29 15:55:22","Shopee PH - CPS","207404913284578 | 250728BS3BCPV4",5.76,0.07,MP,Pending,
540780517,"2025-07-28 20:28:16","2025-07-29 15:55:23","Shopee PH - CPS","207404897295242 | 250728BS2V4QAC",3.50,0.04,MP,Pending,
540596758,"2025-07-28 20:25:04","2025-07-29 13:46:29","Shopee ID (Media Buyers) - CPS","207404704297836 | 250728BRW430DR",4.79,0.07,MP,Pending,
540780775,"2025-07-28 20:24:18","2025-07-29 15:55:50","Shopee PH - CPS","207404658291808 | 250728BRUR74SD",2.26,0.03,MP,Pending,
540780866,"2025-07-28 20:22:49","2025-07-29 15:55:59","Shopee PH - CPS","207404569245456 | 250728BRS39K3U",1.10,0.01,MP,Pending,
540780862,"2025-07-28 20:22:49","2025-07-29 15:55:59","Shopee PH - CPS","207404569245456 | 250728BRS39K3U",1.10,0.01,MP,Pending,
540780920,"2025-07-28 20:21:55","2025-07-29 15:56:05","Shopee PH - CPS","207404514252653 | 250728BRQEU9B8",2.59,0.03,MP,Pending,
540780952,"2025-07-28 20:21:09","2025-07-29 15:56:08","Shopee PH - CPS","207404469265641 | 250728BRP3XH27",2.19,0.03,MP,Pending,
540780947,"2025-07-28 20:21:09","2025-07-29 15:56:07","Shopee PH - CPS","207404469265641 | 250728BRP3XH27",2.19,0.03,MP,Pending,
540781058,"2025-07-28 20:19:06","2025-07-29 15:56:18","Shopee PH - CPS","207404347293536 | 250728BRJFM1R0",1.03,0.01,MP,Pending,
540781068,"2025-07-28 20:19:04","2025-07-29 15:56:19","Shopee PH - CPS","207404344260367 | 250728BRJCQPER",1.92,0.02,MP,Pending,
540781065,"2025-07-28 20:19:04","2025-07-29 15:56:19","Shopee PH - CPS","207404344260367 | 250728BRJCQPER",1.73,0.02,MP,Pending,
540781061,"2025-07-28 20:19:04","2025-07-29 15:56:18","Shopee PH - CPS","207404344260367 | 250728BRJCQPER",1.52,0.01,MP,Pending,
540781186,"2025-07-28 20:18:08","2025-07-29 15:56:30","Shopee PH - CPS","207404288264995 | 250728BRGQATGC",7.17,0.09,MP,Pending,
540781398,"2025-07-28 20:15:55","2025-07-29 15:56:49","Shopee PH - CPS","207404155279422 | 250728BRCRG9E9",5.93,0.07,MP,Pending,
540781399,"2025-07-28 20:15:42","2025-07-29 15:56:50","Shopee PH - CPS","207404142206060 | 250728BRCC1E9X",2.55,0.03,MP,Pending,
540781404,"2025-07-28 20:15:39","2025-07-29 15:56:50","Shopee PH - CPS","207404139283436 | 250728BRC986MD",2.17,0.05,MP,Pending,
540781487,"2025-07-28 20:13:59","2025-07-29 15:56:59","Shopee PH - CPS","207404038236095 | 250728BR98V8GF",3.45,0.04,MP,Pending,
540781720,"2025-07-28 20:12:20","2025-07-29 15:57:22","Shopee PH - CPS","207403940229996 | 250728BR6BDD4V",1.03,0.01,MP,Pending,
540781718,"2025-07-28 20:12:20","2025-07-29 15:57:22","Shopee PH - CPS","207403940229996 | 250728BR6BDD4V",1.12,0.01,MP,Pending,
540781807,"2025-07-28 20:10:24","2025-07-29 15:57:30","Shopee PH - CPS","207403824235196 | 250728BR2VSQ3H",11.55,0.07,MP,Pending,
540781955,"2025-07-28 20:08:43","2025-07-29 15:57:44","Shopee PH - CPS","207403723216819 | 250728BQYVEM3J",2.62,0.03,MP,Pending,
540485971,"2025-07-28 20:08:04","2025-07-29 02:00:04","TikTok Shop ID - CPS",579786612084672242,4.33,0.13,MP,Pending,
540782189,"2025-07-28 20:05:52","2025-07-29 15:58:05","Shopee PH - CPS","207403552248241 | 250728BQTSD2BD",0.86,0.01,MP,Pending,
540782296,"2025-07-28 20:03:34","2025-07-29 15:58:16","Shopee PH - CPS","207403414232498 | 250728BQPNSGT9",0.73,0.01,MP,Pending,
540782339,"2025-07-28 20:03:06","2025-07-29 15:58:20","Shopee PH - CPS","207403386209686 | 250728BQNU1WVM",6.42,0.08,MP,Pending,
540782408,"2025-07-28 20:02:06","2025-07-29 15:58:26","Shopee PH - CPS","207403327277171 | 250728BQM2UQ30",11.50,0.14,MP,Pending,
